stability_score,average_monthly_income,income_variance,debt_to_income_ratio,min_income,max_income,loan_amount,loan_term_months,employment_type_encoded,months_of_data,loan_to_income_ratio,stability_anomaly,outcome
95.89,5128.09,44410.05,79.1,4855.48,5324.4,46878,12,4,4,0.76,0,0
48.49,3202.11,2720152.68,16.77,369.51,5868.48,20015,48,2,12,0.52,0,1
35.47,1874.87,1463832.98,110.62,300.0,4097.4,23099,12,1,8,1.03,0,0
95.65,4824.1,43945.69,36.83,4488.44,5100.98,20534,12,4,6,0.35,0,2
5.63,1949.27,3384041.32,9.01,332.83,4490.23,7719,60,2,4,0.33,0,0
18.4,2529.96,4262392.25,7.09,235.59,6384.63,7710,60,1,12,0.25,0,0
36.93,2194.23,1915156.25,16.15,617.27,5576.17,3926,12,1,11,0.15,0,1
6.25,1900.41,3174544.89,14.76,300.0,4373.65,12051,60,1,7,0.53,0,0
48.13,3543.34,3377525.85,4.73,495.94,5678.3,3527,24,2,8,0.08,0,2
45.56,2525.19,1889958.95,19.87,209.14,4339.13,10348,24,1,11,0.34,0,1
50.67,1079.33,283438.8,61.41,658.58,1677.86,13670,24,1,3,1.06,0,0
18.13,1912.86,2452331.92,46.76,435.55,4270.49,9961,12,1,7,0.43,0,0
64.7,3340.83,1391039.1,14.55,1347.5,5546.12,20434,60,1,8,0.51,0,2
39.63,3285.83,3934858.02,78.56,300.0,5460.69,28902,12,2,5,0.73,0,0
95.48,5176.15,54728.01,38.76,4878.19,5499.58,64975,36,4,5,1.05,0,2
21.77,2531.79,3922995.9,2.2,313.43,4609.89,2035,48,1,5,0.07,0,1
82.48,2186.75,146740.06,57.09,1712.51,2644.85,14201,12,3,4,0.54,0,1
68.77,3642.8,1294404.31,23.31,2372.81,4568.89,24491,36,1,3,0.56,0,2
35.46,2891.38,3482104.7,7.18,533.61,5221.51,8928,60,1,9,0.26,0,1
98.91,4999.88,2952.43,44.34,4961.21,5062.0,49521,24,4,3,0.83,0,2
82.96,2510.05,183007.62,39.29,2033.98,3064.97,38880,48,3,4,1.29,0,1
74.09,2580.72,447151.44,26.38,1525.65,3458.87,21095,36,3,11,0.68,0,2
0.0,1452.21,2653306.27,74.35,253.21,4147.12,22488,24,1,5,1.29,0,0
52.47,1939.53,849678.79,46.19,221.67,3094.34,10189,12,3,11,0.44,0,0
82.46,2761.1,234492.87,19.38,2147.19,3373.24,11598,24,3,6,0.35,0,2
25.05,2507.13,3530742.27,9.8,352.08,3802.72,11561,60,3,3,0.38,0,1
90.96,2742.83,61472.32,7.96,2500.34,2995.87,6764,36,3,3,0.21,0,2
31.26,1908.86,1721697.6,30.98,300.0,4310.68,17060,36,1,10,0.74,0,1
94.64,4930.93,69976.32,21.43,4514.35,5442.34,44129,48,4,10,0.75,0,2
0.0,1995.86,4406620.25,4.89,492.11,6124.71,4191,60,1,7,0.17,0,0
48.61,3748.56,3711577.02,11.43,507.29,6461.04,15686,48,1,8,0.35,0,1
15.93,3690.78,9627746.49,14.1,300.0,6388.52,22870,60,2,3,0.52,0,0
96.47,5001.91,31113.22,29.47,4607.87,5184.97,61555,48,4,10,1.03,0,2
71.68,2331.59,435870.33,55.92,1375.08,2907.13,28253,24,3,5,1.01,0,1
44.55,2384.51,1748021.52,13.23,790.72,4249.19,13256,60,1,5,0.46,0,1
97.48,5144.6,16770.25,26.8,4965.05,5327.89,69617,60,4,11,1.13,0,2
32.15,2596.74,3104204.39,14.17,662.64,5257.05,16173,60,2,6,0.52,0,1
76.56,2197.91,265324.77,9.95,1694.07,3197.59,6775,36,3,8,0.26,0,2
44.39,3708.89,4254125.46,25.85,788.08,6147.19,35735,48,2,11,0.8,0,1
31.8,3266.4,4962447.56,16.57,300.0,6750.2,16065,36,2,8,0.41,0,1
23.67,641.6,239844.56,121.81,300.0,1341.5,16119,24,1,4,2.09,0,0
93.3,5116.71,117511.63,18.78,4618.85,5707.88,48521,60,4,12,0.79,0,2
92.83,2841.14,41488.86,37.14,2657.21,3060.05,32700,36,3,3,0.96,0,2
91.76,4795.11,156023.01,14.38,3987.33,5229.17,28801,48,4,7,0.5,0,2
79.48,2431.18,248962.23,14.1,1464.27,3102.02,10624,36,3,9,0.36,0,2
88.64,5071.41,331636.47,127.98,4426.14,5533.19,75013,12,4,3,1.23,0,0
76.72,2407.82,314088.29,39.73,1628.9,3044.1,10880,12,3,5,0.38,0,2
82.03,2834.36,259482.03,30.48,2146.25,3506.34,26773,36,3,6,0.79,0,2
81.76,3385.78,381304.78,4.67,2677.82,3813.24,5684,48,1,3,0.14,0,2
94.77,5021.4,68971.11,36.19,4501.53,5333.59,58860,36,4,11,0.98,0,2
91.68,5395.57,201517.95,42.99,4921.7,5814.45,51807,24,4,3,0.8,0,2
46.91,2724.2,2091943.18,121.38,311.79,4045.35,37022,12,2,8,1.13,0,0
45.25,2244.74,1510378.29,33.66,829.71,3045.17,21798,36,1,3,0.81,0,1
63.73,2394.67,754291.25,138.31,272.97,3278.38,37674,12,3,9,1.31,0,0
93.31,4951.2,109695.56,11.78,4181.18,5385.01,29443,60,4,12,0.5,0,2
40.26,1846.53,1216917.79,32.1,418.15,3274.41,24915,60,1,6,1.12,0,1
49.13,2371.66,1455282.42,34.59,312.46,3622.08,17778,24,3,8,0.62,0,1
31.01,3599.63,6166461.52,3.85,223.14,7270.64,5958,60,1,10,0.14,0,0
30.81,2742.85,3602018.88,39.76,300.0,6897.93,22713,24,1,11,0.69,0,0
21.85,2139.27,2794867.93,14.26,300.0,5551.2,6293,24,1,7,0.25,0,1
15.49,1641.64,1924760.6,124.7,300.0,3070.59,22799,12,1,3,1.16,0,0
64.27,2182.62,608082.44,28.56,1144.37,3273.53,13111,24,2,11,0.5,0,2
46.13,2596.75,1956672.57,14.54,341.79,4160.18,4184,12,1,6,0.13,0,1
51.39,3991.96,3765311.18,33.45,595.99,6386.66,39627,36,2,6,0.83,0,2
62.37,2347.09,780236.31,27.57,1604.83,3324.05,18669,36,1,3,0.66,0,2
16.96,1928.39,2564436.75,68.58,251.89,4450.59,14652,12,1,8,0.63,0,0
36.68,4984.86,9963156.08,3.69,2572.16,9579.98,8078,60,2,4,0.14,0,1
80.43,2706.14,280371.18,21.09,2086.6,3223.96,20881,48,1,4,0.64,0,2
22.89,3450.49,7079985.75,5.4,301.24,5992.11,6945,48,2,5,0.17,0,1
94.93,5133.75,67765.26,118.03,4741.57,5466.28,70028,12,4,12,1.14,0,0
93.18,4907.08,112134.67,35.91,4461.21,5515.53,73579,48,4,12,1.25,0,2
35.84,2724.33,3055473.17,16.67,255.02,4951.67,19523,60,1,11,0.6,0,0
32.3,2320.09,2467159.59,25.32,295.12,3935.96,12117,24,1,8,0.44,0,0
95.02,4812.25,57546.18,34.2,4283.44,5035.51,68738,48,4,8,1.19,0,2
30.16,2880.05,4045877.76,17.76,689.73,6060.37,14964,36,1,10,0.43,0,1
49.48,2682.0,1836007.36,6.55,444.02,4223.96,5213,36,2,9,0.16,0,1
24.01,1650.59,1573439.08,25.1,300.0,3714.93,4591,12,1,10,0.23,0,0
26.83,1859.1,1850593.81,62.85,300.0,3645.51,24099,24,1,9,1.08,0,0
67.69,3709.81,1436446.07,21.79,2215.47,5797.28,30128,48,2,7,0.68,0,2
75.02,4396.04,1206013.41,11.91,2800.69,5229.97,23011,60,2,4,0.44,0,2
32.12,886.03,361760.3,40.38,300.0,1836.84,10469,36,1,6,0.98,0,0
39.79,4798.24,8346546.28,6.79,396.91,7882.51,6787,24,1,5,0.12,0,1
6.26,2809.15,6933681.81,19.1,294.62,9575.52,23054,60,1,11,0.68,0,0
48.63,3520.66,3271506.87,34.82,206.1,6063.02,25789,24,2,11,0.61,0,1
19.29,1826.19,2172651.05,8.94,216.43,3304.48,6862,60,1,4,0.31,0,0
94.17,4768.78,77178.26,18.82,4285.17,4992.98,20046,24,4,5,0.35,0,2
44.89,3350.07,3408310.38,8.4,797.35,5595.83,8236,36,1,9,0.2,0,1
95.96,5063.69,41862.94,20.43,4800.85,5377.79,52250,60,4,7,0.86,0,2
70.7,5352.2,2459366.64,10.33,3724.39,6853.16,16415,36,2,3,0.26,0,2
98.27,3150.99,2955.3,28.26,3105.05,3211.0,19296,24,3,3,0.51,0,2
69.02,2414.51,559433.15,5.65,1663.28,3419.81,4226,36,3,4,0.15,0,2
28.15,2200.7,2500538.41,11.97,300.0,4774.52,2918,12,1,11,0.11,0,1
22.85,2000.5,2381913.14,51.31,297.19,4257.02,11373,12,1,10,0.47,0,0
73.47,4858.69,1661399.83,19.84,2345.45,6302.89,28614,36,2,9,0.49,0,2
66.44,2507.16,707761.97,41.84,1609.61,3277.75,11932,12,3,3,0.4,0,2
52.13,2389.0,1307695.08,7.05,318.36,3251.83,3652,24,3,6,0.13,0,2
23.2,1913.84,2160273.36,3.42,300.0,3562.8,2350,48,1,8,0.1,0,1
92.75,5111.4,137164.23,24.25,4644.51,5481.48,27680,24,4,4,0.45,0,2
90.56,2601.35,60258.5,21.34,2351.25,2841.93,17207,36,3,3,0.55,0,2
83.58,2490.83,167207.39,22.81,2068.41,3229.6,22398,48,3,11,0.75,0,2
95.86,5016.84,43048.3,6.05,4717.17,5324.98,12666,48,4,8,0.21,0,2
35.6,3328.44,4594961.84,13.04,344.8,6585.06,12522,36,1,10,0.31,0,1
8.26,1576.5,2091839.95,42.73,293.33,3529.43,24204,48,1,5,1.28,0,0
35.56,2133.51,1889904.77,18.73,437.02,4326.55,14624,48,1,8,0.57,0,1
45.65,2633.14,2048130.32,8.29,250.72,4788.25,4500,24,1,12,0.14,0,1
90.49,5177.6,242325.73,5.31,4452.51,5752.49,11485,48,4,10,0.18,0,2
80.98,4164.13,627410.07,75.87,3410.96,5259.07,35374,12,2,4,0.71,0,0
70.66,4097.7,1445384.9,9.68,3046.8,6217.14,17438,60,2,6,0.35,0,2
74.83,3680.17,858095.93,23.03,2349.2,5036.75,24449,36,1,8,0.55,0,2
51.49,2381.22,1334554.16,30.21,501.32,3507.14,22295,36,3,7,0.78,0,1
33.9,2746.11,3294868.38,7.55,424.51,6286.41,4363,24,2,10,0.13,0,1
63.88,2118.71,585608.46,67.5,1263.09,3763.05,30992,24,3,9,1.22,0,0
29.93,3114.09,4761915.28,37.48,300.0,7013.47,13067,12,2,12,0.35,0,0
40.04,2972.18,3175523.95,5.51,1279.59,5443.71,3377,24,1,6,0.09,0,1
57.31,2227.86,904605.79,13.63,426.19,3429.89,14295,60,3,9,0.53,0,2
94.28,5146.87,86632.42,53.52,4772.4,5600.58,31838,12,4,6,0.52,0,2
75.79,2361.19,326907.78,26.84,1497.2,2851.31,7209,12,3,5,0.25,0,2
29.44,3202.51,5106049.83,10.92,385.58,6639.39,10382,36,2,11,0.27,0,1
47.52,4468.93,5500715.18,6.12,1645.85,7902.39,3062,12,2,5,0.06,0,1
23.98,2516.67,3660014.37,13.6,377.72,6905.89,10013,36,1,10,0.33,0,1
50.79,2313.67,1296271.61,13.41,614.11,3023.84,12234,48,3,4,0.44,0,1
93.67,4956.18,98388.55,10.54,4503.31,5442.35,26377,60,4,7,0.44,0,2
95.73,5260.44,50369.93,25.12,5028.51,5518.5,66742,60,4,4,1.06,0,2
0.0,1448.28,2992889.42,33.5,201.28,4635.98,20853,60,1,7,1.2,0,0
95.08,4876.29,57657.03,28.26,4478.69,5217.63,30782,24,4,8,0.53,0,2
80.38,2447.02,230399.22,15.97,1641.33,3281.76,18397,60,3,11,0.63,0,2
20.64,2735.49,4712846.2,7.37,300.0,6207.73,7374,48,1,9,0.22,0,1
69.19,2700.47,692381.11,32.59,1380.25,3445.43,34696,48,3,6,1.07,0,1
0.0,1892.34,4903815.96,22.1,244.63,5393.95,15030,48,1,5,0.66,0,0
52.73,2180.72,1062643.66,18.91,603.82,3144.5,8590,24,1,5,0.33,0,2
65.18,2363.41,677340.68,6.43,771.6,3440.67,7148,60,3,10,0.25,0,2
46.87,3753.09,3975394.2,33.19,276.46,6525.38,13947,12,2,12,0.31,0,1
47.42,3176.53,2789641.11,21.82,613.29,6875.41,30459,60,2,12,0.8,0,1
38.21,2252.63,1937621.0,31.42,300.0,4349.46,14598,24,1,11,0.54,0,1
59.74,3352.86,1822502.08,17.12,1954.23,4648.31,16560,36,1,3,0.41,0,1
48.11,2445.7,1610519.98,25.67,570.41,4341.94,22558,48,1,7,0.77,0,1
93.15,4996.24,117067.85,2.18,4332.68,5502.69,5504,60,4,11,0.09,0,2
63.75,2456.08,792632.08,43.52,300.0,3598.4,11904,12,1,11,0.4,0,1
1.91,1960.38,3697809.98,5.08,439.08,7062.32,2916,36,1,11,0.12,0,0
97.9,4842.12,10344.8,70.6,4726.2,4916.4,76350,24,4,3,1.31,0,0
94.21,4983.02,83342.74,2.02,4486.95,5311.15,5071,60,4,6,0.08,0,2
0.0,1823.18,5809612.98,12.46,300.0,8160.58,9764,60,1,11,0.45,0,0
48.51,2790.44,2064237.73,94.2,780.94,4892.98,29430,12,2,9,0.88,0,0
51.72,2111.9,1039522.97,58.79,267.8,3004.62,38478,36,3,10,1.52,0,0
56.85,2495.25,1159260.42,96.55,362.83,3963.92,27403,12,3,9,0.92,0,0
45.93,2898.34,2456211.45,18.1,394.16,5288.3,15135,36,1,11,0.44,0,1
67.9,2678.21,739064.57,4.24,1629.45,3710.67,3518,36,3,4,0.11,0,2
90.87,4691.53,183542.93,46.33,4101.89,5382.22,70392,36,4,7,1.25,0,2
35.36,3089.48,3988039.04,14.34,282.31,5418.73,9316,24,2,5,0.25,0,0
39.03,2094.79,1631469.64,21.92,349.48,3583.63,9660,24,2,6,0.38,0,1
89.03,4961.32,295976.29,60.38,4187.73,5463.23,66905,24,4,4,1.12,0,1
68.32,2249.36,507753.89,19.59,1653.52,3842.18,20740,60,3,9,0.77,0,2
67.57,2782.3,814168.08,14.12,985.93,4027.63,12171,36,3,8,0.36,0,2
20.93,1197.91,897181.06,39.67,300.0,2187.7,13903,36,1,3,0.97,0,0
47.93,3064.49,2546333.98,19.89,300.0,5614.67,18094,36,2,10,0.49,0,1
37.35,2735.58,2937124.41,18.86,317.14,5024.19,22679,60,2,12,0.69,0,1
37.49,2933.05,3361117.12,7.43,371.14,5315.04,7970,48,1,12,0.23,0,1
92.56,5015.39,139115.89,21.52,4578.92,5734.58,45072,48,4,10,0.75,0,2
35.05,2770.4,3237565.5,10.21,300.0,5402.14,8160,36,1,10,0.25,0,1
73.72,3584.19,886978.27,14.11,2105.63,4413.09,21256,60,1,5,0.49,0,2
55.72,3652.43,2615498.24,11.98,2311.73,5448.57,4900,12,2,3,0.11,0,2
31.4,2447.96,2820060.04,77.14,743.74,5192.38,20921,12,1,6,0.71,0,0
57.83,3482.92,2157396.98,10.3,300.0,5965.67,15421,60,1,12,0.37,0,2
64.33,4034.6,2070818.42,8.0,2047.01,6517.56,14186,60,2,10,0.29,0,2
30.98,3089.64,4547282.26,12.23,647.12,4580.78,7870,24,1,3,0.21,0,1
93.49,4816.31,98256.39,18.18,4393.98,5176.44,44221,60,4,5,0.77,0,2
94.12,4998.15,86251.76,45.93,4509.41,5403.54,74352,36,4,8,1.24,0,1
66.63,2476.2,682759.69,24.57,516.9,3710.68,28638,60,3,11,0.96,0,2
40.83,2699.3,2550815.77,13.95,676.96,4438.66,11014,36,1,4,0.34,0,1
20.47,2192.13,3039159.1,6.8,389.37,4890.99,5452,48,1,5,0.21,0,1
61.28,2252.35,760748.53,107.29,633.15,3039.24,27488,12,3,6,1.02,0,0
94.32,5086.22,83401.69,26.92,4687.12,5587.91,30579,24,4,8,0.5,0,2
2.18,2035.01,3962783.74,27.92,235.44,4980.12,20792,48,1,5,0.85,0,0
7.02,2363.75,4830137.59,74.19,396.64,6205.69,19531,12,1,8,0.69,0,0
7.29,2252.19,4360055.94,10.6,204.27,5356.17,8738,48,1,10,0.32,0,0
47.21,3050.98,2594186.46,21.18,400.59,4774.02,24086,48,2,11,0.66,0,1
54.13,3651.44,2805389.82,7.67,1764.47,6586.76,10064,48,1,7,0.23,0,2
94.43,4590.31,65406.3,32.95,4389.23,4901.06,76395,60,4,5,1.39,0,2
1.98,1868.19,3353383.71,150.0,262.91,4191.49,37159,12,2,5,1.66,0,0
24.44,2501.37,3572065.07,44.18,313.35,5683.34,22794,24,1,8,0.76,0,0
93.79,4967.05,95142.05,62.45,4571.58,5321.94,69279,24,4,5,1.16,0,1
64.2,3364.83,1450827.45,10.79,1683.05,4415.36,10627,36,1,4,0.26,0,2
37.45,3546.88,4921782.54,22.6,380.54,6357.57,8927,12,1,8,0.21,0,1
93.43,4971.8,106665.83,25.01,4351.65,5389.5,27767,24,4,12,0.47,0,2
15.19,2451.38,4321825.14,7.19,263.4,5670.23,6449,48,1,10,0.22,0,0
95.68,5007.2,46698.19,40.22,4741.84,5290.08,44985,24,4,6,0.75,0,2
29.17,3095.64,4807457.58,27.0,207.47,7643.01,17578,24,2,11,0.47,0,0
19.55,3201.37,6632706.86,6.02,279.94,5143.4,8104,60,1,3,0.21,0,0
91.96,5100.63,168078.94,12.19,4610.85,5883.57,13889,24,4,7,0.23,0,2
27.68,3813.84,7607476.71,17.2,468.79,7763.0,7344,12,2,7,0.16,0,1
65.05,2167.96,574129.16,32.17,638.11,3167.23,7933,12,3,11,0.3,0,2
17.07,1556.15,1665469.42,37.23,300.0,3090.7,20819,48,1,7,1.11,0,0
80.44,2517.84,242455.18,106.4,1777.4,3116.24,30473,12,3,5,1.01,0,0
23.58,3050.6,5434708.51,22.38,439.61,5884.88,24529,48,1,4,0.67,0,1
30.72,1893.82,1721219.88,60.0,401.13,2864.08,12925,12,3,3,0.57,0,0
40.84,1473.41,759708.7,6.94,403.38,2301.59,4296,60,1,5,0.24,0,1
89.75,5723.86,344277.6,10.81,5260.41,6383.59,6927,12,2,3,0.1,1,1
12.68,2839.67,6148417.84,2.74,667.22,5541.06,2851,48,1,3,0.08,0,0
19.53,1654.75,1773291.83,39.55,505.59,3766.1,7250,12,1,5,0.37,0,0
49.97,2933.81,2154376.04,24.86,694.18,4742.72,8082,12,1,5,0.23,0,1
93.65,5090.94,104346.21,7.6,4607.0,5569.07,19543,60,4,10,0.32,0,2
34.94,3681.19,5736055.68,15.03,438.39,6787.96,11634,24,2,7,0.26,0,1
93.46,4883.9,102125.37,25.67,4270.96,5284.91,40598,36,4,12,0.69,0,2
14.67,1782.47,2313497.64,36.46,300.0,3658.26,23349,48,1,4,1.09,0,0
83.77,2445.95,157646.8,33.78,1947.71,2960.92,25606,36,3,7,0.87,0,2
43.82,2445.56,1887712.47,9.78,300.0,4848.71,4979,24,1,12,0.17,0,1
42.38,3234.61,3473202.39,7.75,205.8,5110.16,9008,48,1,5,0.23,0,1
2.15,2024.07,3922710.75,18.81,219.52,4499.88,16362,60,1,6,0.67,0,0
98.61,5170.51,5162.88,22.18,5088.45,5222.13,57909,60,4,3,0.93,0,2
78.61,2378.79,258877.01,22.07,1404.63,2963.64,11379,24,3,9,0.4,0,2
0.0,1725.0,4921658.84,30.6,208.73,7748.93,15442,36,1,11,0.75,0,0
9.25,2658.6,5821143.01,13.05,300.0,7404.49,10148,36,1,9,0.32,0,0
34.32,2732.14,3220554.02,2.4,1636.93,4803.21,2758,60,1,3,0.08,0,1
74.91,2623.74,433397.47,11.7,1703.5,3570.74,12100,48,3,6,0.38,0,2
11.93,1923.03,2868502.32,5.01,213.83,5184.84,3465,48,1,12,0.15,0,0
32.47,2864.31,3740953.94,18.58,257.67,6024.14,11087,24,1,11,0.32,0,0
0.0,1223.83,3855367.16,58.05,210.9,4728.78,20786,36,1,5,1.42,0,0
63.64,2021.43,540131.7,37.71,392.99,2551.03,30058,48,3,7,1.24,0,1
17.35,1973.79,2661239.28,31.36,283.57,5107.02,6858,12,1,10,0.29,0,0
89.8,4218.8,185278.29,8.13,3914.83,4711.35,12783,48,2,3,0.25,1,1
94.08,4892.63,83892.18,24.83,4568.09,5588.62,39351,36,4,10,0.67,0,2
95.33,5045.76,55468.24,14.58,4841.0,5422.71,16428,24,4,7,0.27,0,2
0.0,1030.33,1295583.19,106.3,300.0,2727.52,22589,24,1,4,1.83,0,0
0.0,2033.72,7491790.63,13.48,251.15,6076.35,3038,12,1,4,0.12,0,0
29.74,1780.1,1564348.98,51.56,634.04,3516.41,19117,24,1,6,0.89,0,0
41.47,3266.56,3655754.35,37.29,592.92,5089.32,13496,12,1,4,0.34,0,1
50.01,2699.06,1820488.1,20.88,300.0,4864.35,16261,36,1,9,0.5,0,2
52.81,1987.48,879737.82,40.61,573.22,3134.24,31823,48,3,5,1.33,0,1
79.09,4518.88,892888.19,2.57,3481.0,5936.21,3448,36,2,6,0.06,0,2
77.69,2373.16,280411.69,25.01,1639.25,3051.56,18392,36,3,7,0.65,0,2
64.16,2102.28,567724.39,18.11,435.19,3202.12,15010,48,3,10,0.59,0,2
95.37,5061.89,54949.78,29.77,4765.88,5632.08,62924,48,4,12,1.04,0,2
95.28,5031.75,56373.92,17.61,4678.64,5399.96,44755,60,4,11,0.74,0,2
14.36,2124.65,3310983.44,12.7,300.0,4406.44,5619,24,1,5,0.22,0,0
76.74,2297.02,285384.87,55.51,1483.64,3020.21,14276,12,2,7,0.52,0,1
44.19,2886.9,2595645.74,6.78,300.0,5317.33,8408,60,1,10,0.24,0,1
78.57,2114.12,205176.42,37.81,1629.27,2504.84,37618,60,3,4,1.48,0,2
68.93,2352.57,534252.85,3.83,1145.84,3599.99,2599,36,1,7,0.09,0,2
61.21,3069.41,1417816.22,23.58,1573.71,4073.91,15221,24,2,4,0.41,0,2
0.0,1918.12,4442476.07,5.35,468.03,6118.36,2137,24,1,9,0.09,0,0
29.18,2832.38,4024068.78,11.48,264.16,6225.56,3621,12,1,12,0.11,0,0
92.18,5153.95,162303.52,15.21,4651.1,5890.85,25393,36,4,9,0.41,0,2
21.36,2284.94,3229039.52,54.81,271.63,5504.32,13949,12,1,8,0.51,0,0
28.79,2538.9,3269071.52,2.32,216.49,5303.21,2113,48,1,11,0.07,0,0
35.09,3106.3,4065085.9,20.03,300.0,6351.84,22766,48,1,12,0.61,0,1
34.47,2113.65,1918583.93,17.49,300.0,3858.08,13530,48,1,8,0.53,0,1
49.53,2326.1,1378031.24,26.13,795.99,3657.56,28605,60,3,4,1.02,0,1
55.6,3244.88,2075745.3,12.91,680.51,4880.44,15055,48,1,7,0.39,0,1
13.95,2471.77,4524352.23,12.08,269.26,5387.83,8861,36,2,5,0.3,0,0
92.29,5112.66,155409.09,18.66,4461.46,5483.69,30903,36,4,6,0.5,0,2
30.46,3565.92,6148483.1,6.62,214.15,6216.63,10373,60,2,6,0.24,0,0
0.0,3199.22,11755933.36,21.95,209.28,6406.61,30858,60,2,4,0.8,0,0
96.59,4968.28,28729.33,41.9,4729.3,5195.4,67425,36,4,9,1.13,0,2
6.54,1944.94,3304094.01,27.26,201.88,4404.02,23306,60,2,6,1.0,0,0
83.3,2576.79,185258.93,29.79,1548.85,3123.24,36132,60,3,10,1.17,0,2
16.1,2198.64,3403149.63,52.53,300.0,5180.35,12797,12,1,10,0.49,0,0
61.84,2323.24,786055.75,8.41,238.79,3353.96,4236,24,3,9,0.15,0,2
96.84,4979.77,24758.65,58.79,4842.85,5151.66,65383,24,4,3,1.09,0,1
10.57,2867.6,6577313.48,22.69,258.62,7726.18,23375,48,1,7,0.68,0,0
15.31,2471.21,4379790.42,8.94,381.03,4566.61,8085,48,1,3,0.27,0,0
79.26,3358.72,485267.84,39.13,2613.32,4103.55,14560,12,1,5,0.36,0,2
4.4,2192.89,4395098.65,37.09,628.93,5707.14,16774,24,1,5,0.64,0,0
79.64,2434.92,245667.93,33.52,1923.12,2912.66,32184,48,3,3,1.1,0,2
70.77,2527.18,545745.74,14.0,1445.33,3724.21,16647,60,3,8,0.55,0,2
30.99,2773.26,3662256.41,3.72,400.77,6211.14,3707,48,1,12,0.11,0,1
0.0,2439.81,6071401.72,7.55,300.0,7383.28,6744,48,1,12,0.23,0,0
48.53,3193.09,2700625.57,19.67,710.32,5723.52,18377,36,1,10,0.48,0,1
89.46,2716.59,81912.92,28.05,2353.96,3278.76,16516,24,3,10,0.51,0,2
0.0,2260.01,6150379.29,71.97,300.0,5537.62,18115,12,1,4,0.67,0,0
94.62,5011.62,72668.75,15.87,4590.84,5342.27,40154,60,4,7,0.67,0,2
57.35,2439.01,1082153.99,27.89,308.11,4001.94,14742,24,3,12,0.5,0,1
20.12,4244.39,11494231.72,2.79,329.62,6214.04,4341,48,1,3,0.09,0,1
94.75,4929.49,67026.16,14.78,4473.47,5428.86,30430,48,4,9,0.51,0,2
76.77,3802.88,780161.4,16.57,2394.04,4808.37,27689,60,2,7,0.61,0,2
0.0,2236.33,8144966.76,42.28,438.62,5527.08,19692,24,1,3,0.73,0,0
51.85,4041.49,3787360.61,11.04,2199.0,6076.86,13241,36,2,3,0.27,0,2
46.04,2884.1,2422195.24,13.69,857.75,4366.9,17351,60,2,4,0.5,0,1
68.77,2266.42,500835.6,17.72,784.96,3323.37,8702,24,3,11,0.32,0,2
34.47,3588.79,5529851.49,43.36,1399.02,7382.99,32728,24,2,5,0.76,0,0
0.0,2790.32,8081203.23,2.71,300.0,6628.51,2766,48,1,8,0.08,0,0
93.68,4850.01,93977.44,4.43,4456.51,5215.52,10845,60,4,5,0.19,0,2
6.45,3200.3,8963957.83,11.16,300.0,6279.91,7436,24,1,3,0.19,0,0
35.31,2575.48,2775887.64,6.72,335.1,4460.53,5134,36,2,6,0.17,0,1
84.73,2479.57,143338.23,6.38,1821.69,2796.71,3429,24,3,5,0.12,0,2
24.55,2607.24,3869262.78,23.61,300.0,4989.78,6891,12,2,8,0.22,0,1
40.23,2295.9,1882906.06,23.7,300.0,3737.83,11333,24,1,11,0.41,0,1
73.92,2267.44,349684.13,16.05,1701.61,3089.21,11278,36,3,4,0.41,0,2
42.53,3211.59,3406094.15,30.16,314.88,6164.33,28743,36,2,12,0.75,0,1
93.64,5163.51,108001.99,11.08,4787.98,5852.78,28888,60,4,9,0.47,0,2
61.34,1557.88,362733.74,55.07,1096.6,2410.47,9506,12,1,4,0.51,0,1
29.75,2641.02,3441870.19,42.97,300.0,5924.01,23873,24,2,10,0.75,0,0
69.99,2460.0,544891.6,2.85,1705.1,3180.21,3295,60,3,3,0.11,0,2
15.29,2668.97,5111347.71,15.16,256.45,5880.71,12006,36,2,8,0.37,0,0
92.52,5100.69,145449.83,11.36,4541.86,5635.32,18771,36,4,12,0.31,0,2
76.13,2530.38,364855.1,30.13,1903.14,3116.53,35880,60,3,4,1.18,0,2
49.08,4398.07,5015913.62,23.31,1124.09,6197.3,21356,24,1,4,0.4,0,1
53.54,2300.33,1142402.31,19.52,1519.65,3518.5,16136,48,1,3,0.58,0,2
87.78,2703.61,109097.51,11.12,2362.98,3187.88,14151,60,3,6,0.44,0,2
52.16,3395.88,2639084.18,38.28,1193.45,4966.16,38579,36,2,10,0.95,0,1
35.52,3026.34,3807964.75,53.91,300.0,5840.32,34314,24,2,9,0.94,0,0
26.66,2788.26,4182070.46,6.73,263.77,6277.2,8252,60,2,8,0.25,0,0
71.7,1863.94,278332.53,17.66,1420.15,2577.73,11826,48,1,5,0.53,0,2
93.59,4886.45,98107.83,24.94,4624.42,5323.53,27220,24,4,4,0.46,0,2
0.0,3050.98,11124844.3,1.86,616.17,6852.69,2440,60,1,3,0.07,0,0
93.24,4845.63,107235.18,29.02,4477.38,5322.53,58727,48,4,5,1.01,0,2
17.97,3189.85,6847408.58,24.23,486.33,7688.11,16100,24,1,8,0.42,0,0
32.03,2525.64,2947241.14,14.87,517.33,5472.41,7820,24,1,12,0.26,0,1
51.08,3843.88,3535904.01,12.69,1855.94,5594.14,17532,48,1,3,0.38,0,2
0.0,2226.88,5983606.75,9.43,317.74,6475.81,2338,12,1,8,0.09,0,0
